USID,Constellation,Name,B,B->F->VAR->G,F,G.,Var,HD,HIP,RA,Dec,"vis. mag.","abs. mag.",Dist. (ly),Sp. class,Notes https://en.wikipedia.org/wiki/Lists_of_stars_by_constellation,RA angle,Dec Angle,Latin Constellation,Full Designation
10384,Taurus,SZ Tau,,SZ,,,SZ,29260,21517,04h 37m 14.78s,+18° 32′ 35.0″,6.49,−1.04,1045,F5Ib,δ Cep variable,69.308,18.543,Tauri,SZ Tauri
10385,Taurus,,,HD 22615,,,,22615,17026,03h 39m 00.06s,+20° 54′ 57.1″,6.5,0.6,494,Am...,,54.750,20.916,Tauri,HD 22615 Tauri
10386,Taurus,,,HD 28568,,,,28568,21053,04h 30m 46.74s,+16° 08′ 55.5″,6.5,3.43,134,F5V,member of the Hyades star cluster,67.692,16.149,Tauri,HD 28568 Tauri
10387,Taurus,9 Tau,,9,9,,,22374,16859,03h 36m 58.03s,+23° 12′ 40.0″,6.72,1.08,437,A2p,,54.242,23.211,Tauri,9 Tauri
10388,Taurus,101 Tau,,101,101,,,31845,23214,04h 59m 44.27s,+15° 55′ 00.5″,6.75,3.57,141,F5V,member of the Hyades star cluster,74.933,15.917,Tauri,101 Tauri
10389,Taurus,HD 24496,,HD 24496,,,,24496,18267,03h 54m 28.03s,+16° 36′ 57.8″,6.81,3.36,160,G5,binary star; has a planet (b),58.617,16.616,Tauri,HD 24496 Tauri
10390,Taurus,55 Tau,,55,55,,,27383,20215,04h 19m 54.78s,+16° 31′ 21.6″,6.85,3.68,140,F7V+...,member of the Hyades star cluster,64.975,16.523,Tauri,55 Tauri
10391,Taurus,HD 24040,,HD 24040,,,,24040,17960,03h 50m 22.97s,+17° 28′ 34.9″,7.52,4.18,152,G0,has a planet (b),57.592,17.476,Tauri,HD 24040 Tauri
10392,Taurus,HD 32963,,HD 32963,,,,32963,26381,05h 07m 56.00s,"+26° 19′ 41.0""",7.6,,,G5IV,has a planet (b),76.983,26.328,Tauri,HD 32963 Tauri
10393,Taurus,HD 37124,,HD 37124,,,,37124,23884,05h 37m 02.49s,+20° 43′ 50.8″,7.68,5.07,108,G4V,"has three planets (b, c & d)",84.258,20.731,Tauri,HD 37124 Tauri
10394,Taurus,Alcyone B,η,Eta,,,,23607,,03h 47m 19.20s,+24° 08′ 22.0″,8.3,,443.6,,component of the Alcyone system,56.829,24.139,Tauri,Eta Tauri
10395,Taurus,HD 28678,,HD 28678,,,,28678,21109,04h 31m 25.00s,"+04° 34′ 31.0""",8.54,,740,K0D,"Hoggar [3], has a planet (b)",67.854,4.575,Tauri,HD 28678 Tauri
10396,Taurus,RV Tauri,,RV,,,RV,283868,,04h 47m 06.73s,+26° 10′ 45.6″,9.41,,20000,K3pv,"prototype of the RV Tauri-type variables; Vmax = 9.8m, Vmin = 13.3m",71.775,26.179,Tauri,RV Tauri
10397,Taurus,HD 283668,,HD 283668,,,,283668,20834,04h 27m 53.00s,"+24° 26′ 41.0""",9.44,,138,,has a planet (b),66.971,24.445,Tauri,HD 283668 Tauri
10398,Taurus,T Tauri,,T,,,T,284419,20390,04h 21m 59.43s,+19° 32′ 06.4″,9.6,3.36,576,G5Ve,prototype of the T Tauri-type variables,65.496,19.535,Tauri,T Tauri
10399,Taurus,HD 284149,,HD 284149,,,,284149,19176,04h 06m 39.00s,"+20° 18′ 11.0""",9.63,,353,F8,has a planet (b),61.663,20.303,Tauri,HD 284149 Tauri
10400,Taurus,HD 286123,,HD 286123,,,,286123,,04h 55m 04.00s,"+18° 39′ 16.0""",9.8,,434,F9V,has a planet (b),73.767,18.654,Tauri,HD 286123 Tauri
10401,Taurus,Gliese 176,,HD 285968,,,,285968,21932,04h 42m 55.78s,+18° 57′ 29.4″,9.97,10.1,31,M2.5V,has a planet (b),70.729,18.958,Tauri,HD 285968 Tauri
10402,Taurus,HD 285507,,HD 285507,,,,285507,19207,04h 07m 01.00s,"+15° 20′ 06.0""",10.5,,135,K5,has a planet (b),61.754,15.335,Tauri,HD 285507 Tauri
10403,Taurus,HD 283869,,HD 283869,,,,283869,22271,04h 47m 42.00s,"+26° 09′ 00.0""",10.6,,155,,has a planet (b),71.925,26.150,Tauri,HD 283869 Tauri
10404,Taurus,V830 Tau,, ,,,,,,04h 33m 10.00s,"+24° 33′ 43.0""",12.1,,427,M0,has a planet (b),68.292,24.562,Tauri,  Tauri
10405,Taurus,WASP-152,,W-152,,,,,,04h 10m 41.00s,"+24° 24′ 07.0""",12.56,,,G7V,has a transiting planet (b),62.671,24.402,Tauri,W-152 Tauri
10406,Taurus,CL Tau,,CL,,,CL,,,04h 38m 45.00s,"+08° 05′ 46.0""",13,,,T Tau,has a planet (b),69.688,8.096,Tauri,CL Tauri
10407,Taurus,CI Tau,,CI,,,CI,,,04h 33m 52.00s,"+22° 50′ 30.0""",13,,,K4IV,has a planet (b),68.467,22.842,Tauri,CI Tauri
10408,Taurus,FW Tau,,FW,,,FW,,,04h 29m 30.00s,"+26° 16′ 53.0""",15.5,,473,M4,has a planet (b),67.375,26.281,Tauri,FW Tauri
10409,Taurus,Crab Pulsar,, ,,,,,,05h 34m 31.95s,+22° 00′ 52.1″,16.5,,6500,F,"Baade's Star; PSR B0531+21, CM Tau; pulsar in the Crab Nebula",83.629,22.014,Tauri,  Tauri
10410,Taurus,2M J044144,, ,,,,,,04h 41m 44.90s,+23° 01′ 51.4″,,,455,M8.5,has a planet,70.433,23.031,Tauri,  Tauri
